Customer_ID,Recency,Frequency,Monetary,First_purchase,Last_purchase,Total_items,Tenure,AOV,Cancelled_orders,Return_Rate,R_Score,F_Score,M_Score,Segment,Lifespan_years,CLV
14127,123,6,1900.08,10-10-2010 11:53,09-08-2011 10:49,828,426,316.68,0,0,3,4,4,Loyal_customers,1.167123288,2217.627616
14128,61,3,924.21,06-06-2010 14:05,10-10-2011 12:00,814,551,308.07,1,0.25,3,3,3,Loyal_customers,1.509589041,1395.177288
14129,2,9,2591.34,09-05-2010 14:54,08-12-2011 11:02,1414,579,287.9266667,0,0,5,5,4,Champions,1.58630137,4110.646192
14130,319,4,1882.67,11-12-2009 16:33,24-01-2011 16:05,1239,728,470.6675,0,0,2,3,4,At_Risk,1.994520548,3755.024
14131,649,1,187.87,01-03-2010 11:59,01-03-2010 11:59,118,649,187.87,0,0,1,1,1,lost,1.778082192,334.0483014
14132,2,11,3586.03,09-06-2011 12:04,07-12-2011 13:35,3368,184,326.0027273,1,0.083333333,5,5,5,Champions,0.504109589,1807.75211
14133,130,4,911.14,06-12-2009 12:10,02-08-2011 11:34,398,734,227.785,2,0.333333333,3,3,3,Loyal_customers,2.010958904,1832.265096
14134,383,15,11123.35,10-12-2009 09:25,22-11-2010 12:26,5814,730,741.5566667,0,0,2,5,5,At_Risk,2,22246.7
14135,2,24,9643.92,02-12-2009 08:58,08-12-2011 11:38,9355,738,401.83,1,0.04,5,5,5,Champions,2.021917808,19499.21359
14136,401,5,1570.81,08-12-2009 09:19,04-11-2010 11:53,1148,732,314.162,2,0.285714286,2,4,4,At_Risk,2.005479452,3150.227178
14137,696,1,332.7,13-01-2010 12:30,13-01-2010 12:30,462,696,332.7,1,0.5,1,1,2,lost,1.906849315,634.4087671
14138,2,2,982.38,07-10-2011 09:38,08-12-2011 12:44,610,64,491.19,0,0,5,2,3,New_customers,0.175342466,172.2529315
14139,46,4,1086.8,15-06-2010 09:17,24-10-2011 13:34,1049,543,271.7,0,0,4,3,3,Loyal_customers,1.487671233,1616.801096
14140,4,2,935.05,08-11-2011 11:20,06-12-2011 09:05,811,32,467.525,1,0.333333333,5,2,3,New_customers,0.087671233,81.9769863
14141,3,4,915.13,26-08-2011 14:40,07-12-2011 09:53,355,105,228.7825,2,0.333333333,5,3,3,Loyal_customers,0.287671233,263.2565753
14142,373,2,983.15,03-03-2010 15:13,01-12-2010 16:33,831,646,491.575,2,0.5,2,2,3,Needs_Attention,1.769863014,1740.040822
14143,134,1,115.8,29-07-2011 09:48,29-07-2011 09:48,30,134,115.8,0,0,3,1,1,Needs_Attention,0.367123288,42.51287671
14144,486,1,30.6,10-08-2010 15:17,10-08-2010 15:17,12,486,30.6,0,0,1,1,1,lost,1.331506849,40.74410959
14145,47,7,7600.05,08-04-2010 09:47,24-10-2011 12:10,1655,611,1085.721429,1,0.125,4,4,5,Champions,1.673972603,12722.27548
14146,9,12,9450.3,13-01-2010 16:04,01-12-2011 10:18,5780,695,787.525,1,0.076923077,5,5,5,Champions,1.904109589,17994.40685
14147,78,9,2590.2,09-03-2010 13:43,22-09-2011 18:10,995,640,287.8,3,0.25,3,5,4,Loyal_customers,1.753424658,4541.720548
14148,234,2,466.29,21-10-2010 14:08,20-04-2011 12:02,223,414,233.145,0,0,2,2,2,lost,1.134246575,528.8878356
14149,221,1,446.62,03-05-2011 09:44,03-05-2011 09:44,218,221,446.62,2,0.666666667,2,1,2,lost,0.605479452,270.4192329
14150,36,2,658.64,15-12-2010 10:04,04-11-2011 10:05,496,360,329.32,0,0,4,2,3,New_customers,0.98630137,649.6175342
14151,673,2,679.45,23-12-2009 10:54,04-02-2010 15:35,405,717,339.725,1,0.333333333,1,2,3,Needs_Attention,1.964383562,1334.700411
14152,75,7,1997.34,18-02-2010 13:57,25-09-2011 12:54,1844,659,285.3342857,2,0.222222222,3,4,4,Loyal_customers,1.805479452,3606.156329
14153,483,1,233.4,13-08-2010 14:35,13-08-2010 14:35,312,483,233.4,0,0,1,1,1,lost,1.323287671,308.8553425
14154,239,8,6460.7,13-01-2010 12:47,14-04-2011 16:26,3222,696,807.5875,2,0.2,2,4,5,At_Risk,1.906849315,12319.58137
14155,266,1,118.75,18-03-2011 14:13,18-03-2011 14:13,25,266,118.75,0,0,2,1,1,lost,0.728767123,86.54109589
14156,10,156,313946.37,01-12-2009 12:30,30-11-2011 10:54,165992,739,2012.476731,46,0.227722772,5,5,5,Champions,2.024657534,635633.8834
14157,20,5,1002.78,03-03-2010 16:49,20-11-2011 11:32,540,646,200.556,1,0.166666667,4,4,3,Loyal_customers,1.769863014,1774.783233
14158,40,1,507.66,30-10-2011 15:08,30-10-2011 15:08,781,40,507.66,0,0,4,1,2,New_customers,0.109589041,55.6339726
14159,20,20,7938.01,03-12-2009 12:31,20-11-2011 12:36,6593,737,396.9005,5,0.2,4,5,5,Champions,2.019178082,16028.25581
14160,610,7,8421.47,10-01-2010 12:06,08-04-2010 14:30,4661,699,1203.067143,0,0,1,4,5,At_Risk,1.915068493,16127.69186
14161,216,7,3318.88,13-12-2009 11:46,08-05-2011 11:41,1623,727,474.1257143,0,0,2,4,5,At_Risk,1.991780822,6610.481534
14162,174,2,289.36,20-02-2011 12:32,19-06-2011 11:36,142,293,144.68,0,0,3,2,1,Needs_Attention,0.802739726,232.2807671
14163,87,5,2594.62,03-09-2010 17:15,13-09-2011 15:18,950,462,518.924,0,0,3,4,4,Loyal_customers,1.265753425,3284.149151
14164,71,2,1631.77,20-09-2011 12:18,30-09-2011 12:24,1033,81,815.885,0,0,3,2,4,Needs_Attention,0.221917808,362.1188219
14165,276,1,122.54,09-03-2011 12:39,09-03-2011 12:39,54,276,122.54,0,0,2,1,1,lost,0.756164384,92.66038356
14166,505,2,256.85,23-03-2010 15:10,22-07-2010 19:42,84,626,128.425,0,0,1,2,1,lost,1.715068493,440.5153425
14167,39,8,1296.49,27-01-2010 16:07,31-10-2011 14:29,350,681,162.06125,0,0,4,4,4,Champions,1.865753425,2418.930658
14168,421,2,370.45,24-05-2010 12:28,15-10-2010 10:49,147,565,185.225,1,0.333333333,1,2,2,lost,1.547945205,573.4363014
14169,431,2,624.43,21-09-2010 13:39,05-10-2010 08:45,208,444,312.215,0,0,1,2,3,Needs_Attention,1.216438356,759.5806027
14170,375,3,597.33,09-11-2010 14:06,29-11-2010 13:10,290,395,199.11,0,0,2,3,2,At_Risk,1.082191781,646.4256164
14171,98,2,498.79,09-12-2009 13:50,02-09-2011 16:43,211,730,249.395,0,0,3,2,2,Needs_Attention,2,997.58
14172,605,3,402.72,07-03-2010 10:58,13-04-2010 13:26,88,643,134.24,1,0.25,1,3,2,At_Risk,1.761643836,709.4492055
14173,11,6,586,09-12-2009 12:46,29-11-2011 11:54,194,731,97.66666667,1,0.142857143,5,4,2,Needs_Attention,2.002739726,1173.605479
14174,33,1,134.46,06-11-2011 13:17,06-11-2011 13:17,94,33,134.46,0,0,4,1,1,New_customers,0.090410959,12.15665753
14175,60,8,7678.88,22-03-2010 10:43,11-10-2011 11:55,3009,628,959.86,9,0.529411765,3,4,5,Loyal_customers,1.720547945,13211.88121
14176,297,5,916.01,23-11-2010 13:21,15-02-2011 13:12,326,381,183.202,1,0.166666667,2,4,3,At_Risk,1.043835616,956.163863
14177,86,13,2229.34,26-02-2010 11:59,14-09-2011 15:11,1048,652,171.4876923,1,0.071428571,3,5,4,Loyal_customers,1.78630137,3982.273096
14178,9,7,1620.93,10-06-2011 12:51,01-12-2011 12:01,1505,182,231.5614286,0,0,5,4,4,Champions,0.498630137,808.2445479
14179,41,2,719.78,18-10-2011 14:00,30-10-2011 12:07,330,52,359.89,0,0,4,2,3,New_customers,0.142465753,102.544
14180,11,33,6319.25,09-06-2010 14:56,29-11-2011 10:56,878,548,191.4924242,9,0.214285714,5,5,5,Champions,1.501369863,9487.531507
14181,411,2,310.55,26-05-2010 12:32,25-10-2010 08:27,122,563,155.275,0,0,1,2,2,lost,1.542465753,479.0127397
14182,444,4,678.77,22-04-2010 15:36,22-09-2010 11:45,174,596,169.6925,1,0.2,1,3,3,At_Risk,1.632876712,1108.347726
14183,411,2,286.29,15-08-2010 15:36,24-10-2010 14:45,61,481,143.145,0,0,1,2,1,lost,1.317808219,377.2753151
14184,67,1,452.89,04-10-2011 12:43,04-10-2011 12:43,127,67,452.89,0,0,3,1,2,Needs_Attention,0.183561644,83.13323288
14185,331,1,197.65,12-01-2011 13:52,12-01-2011 13:52,6,331,197.65,0,0,2,1,1,lost,0.906849315,179.2387671
14186,427,5,1550.63,05-03-2010 11:17,08-10-2010 13:30,1550,645,310.126,0,0,1,4,4,At_Risk,1.767123288,2740.154384
14187,474,1,123.5,23-08-2010 12:06,23-08-2010 12:06,50,474,123.5,0,0,1,1,1,lost,1.298630137,160.3808219
14188,31,6,2054.36,02-02-2011 13:46,09-11-2011 12:45,1162,310,342.3933333,4,0.4,4,4,4,Champions,0.849315068,1744.798904
14189,2,16,5814.39,16-11-2010 09:28,07-12-2011 15:55,4646,389,363.399375,9,0.36,5,5,5,Champions,1.065753425,6196.706055
14190,666,1,79.9,11-02-2010 14:27,11-02-2010 14:27,2,666,79.9,0,0,1,1,1,lost,1.824657534,145.790137
14191,2,15,4817.66,11-12-2009 10:48,08-12-2011 09:23,3724,729,321.1773333,2,0.117647059,5,5,5,Champions,1.997260274,9622.120932
14192,388,1,293.74,16-11-2010 17:44,16-11-2010 17:44,218,388,293.74,0,0,2,1,2,lost,1.063013699,312.2496438
14193,68,3,1210.19,08-11-2010 12:31,03-10-2011 09:34,653,397,403.3966667,0,0,3,3,3,Loyal_customers,1.087671233,1316.288849
14194,5,36,18670.59,06-01-2010 12:16,05-12-2011 10:38,10037,703,518.6275,18,0.333333333,5,5,5,Champions,1.926027397,35960.06786
14195,202,6,2615.6,15-03-2010 17:12,22-05-2011 10:29,2144,634,435.9333333,4,0.4,2,4,4,At_Risk,1.736986301,4543.26137
14196,107,1,335.52,25-08-2011 10:25,25-08-2011 10:25,142,107,335.52,0,0,3,1,2,Needs_Attention,0.293150685,98.35791781
14197,411,1,390.05,25-10-2010 10:01,25-10-2010 10:01,143,411,390.05,0,0,1,1,2,lost,1.126027397,439.2069863
14198,18,9,1569.73,05-01-2010 10:07,21-11-2011 16:35,623,704,174.4144444,4,0.307692308,5,5,4,Champions,1.928767123,3027.643616
14199,218,4,1091.7,27-06-2010 12:13,05-05-2011 13:44,254,531,272.925,2,0.333333333,2,3,3,At_Risk,1.454794521,1588.199178
14200,617,1,379.2,01-04-2010 13:01,01-04-2010 13:01,140,617,379.2,0,0,1,1,2,lost,1.690410959,641.0038356
14201,60,10,1193.54,30-04-2010 13:00,10-10-2011 13:27,806,588,119.354,2,0.166666667,3,5,3,Loyal_customers,1.610958904,1922.74389
14202,381,3,847.76,25-03-2010 10:36,23-11-2010 17:13,166,625,282.5866667,0,0,2,3,3,At_Risk,1.712328767,1451.643836
14203,397,1,339.34,07-11-2010 13:35,07-11-2010 13:35,80,397,339.34,0,0,2,1,2,lost,1.087671233,369.0903562
14204,2,4,1062.96,02-12-2009 13:26,07-12-2011 13:38,492,737,265.74,0,0,5,3,3,Loyal_customers,2.019178082,2146.305534
14205,17,9,2414.2,07-03-2010 12:20,23-11-2011 10:55,1342,643,268.2444444,3,0.25,5,5,4,Champions,1.761643836,4252.960548
14206,239,3,1185.01,02-11-2010 11:37,14-04-2011 16:38,930,403,395.0033333,2,0.4,2,3,3,At_Risk,1.104109589,1308.380904
14207,688,1,157.8,21-01-2010 09:33,21-01-2010 09:33,36,688,157.8,0,0,1,1,1,lost,1.884931507,297.4421918
14208,95,2,567.05,06-06-2010 13:11,06-09-2011 12:48,529,551,283.525,0,0,3,2,2,Needs_Attention,1.509589041,856.0124658
14209,11,15,4993.27,22-01-2010 10:28,29-11-2011 10:18,1739,687,332.8846667,4,0.210526316,5,5,5,Champions,1.882191781,9398.291753
14210,106,16,5861.52,06-01-2010 10:17,26-08-2011 12:36,2604,703,366.345,5,0.238095238,3,5,5,Loyal_customers,1.926027397,11289.44811
14211,53,18,4402.29,09-12-2009 12:48,17-10-2011 13:23,2575,731,244.5716667,8,0.307692308,4,5,5,Champions,2.002739726,8816.641068
14212,90,2,2190.14,20-09-2010 11:48,11-09-2011 12:45,2046,446,1095.07,0,0,3,2,4,Needs_Attention,1.221917808,2676.171068
14213,405,1,1192.2,31-10-2010 10:37,31-10-2010 10:37,244,405,1192.2,1,0.5,2,1,3,Needs_Attention,1.109589041,1322.852055
14214,31,5,1004.38,07-03-2011 12:26,09-11-2011 10:31,751,278,200.876,2,0.285714286,4,4,3,Loyal_customers,0.761643836,764.9798356
14215,12,9,3416.33,08-12-2009 09:35,28-11-2011 12:19,2285,732,379.5922222,1,0.1,5,5,5,Champions,2.005479452,6851.379616
14216,3,5,2150.04,21-10-2010 15:07,06-12-2011 14:56,712,414,430.008,1,0.166666667,5,4,4,Champions,1.134246575,2438.675507
14217,2,23,3416.89,30-06-2010 12:54,08-12-2011 11:53,1256,527,148.5604348,10,0.303030303,5,5,5,Champions,1.443835616,4933.427479
14218,43,1,169.48,28-10-2011 10:00,28-10-2011 10:00,160,43,169.48,0,0,4,1,1,New_customers,0.117808219,19.96613699
14219,4,3,633.83,03-08-2010 14:42,05-12-2011 16:23,363,493,211.2766667,0,0,5,3,3,Loyal_customers,1.350684932,856.1046301
14220,247,4,1515,19-05-2010 13:26,06-04-2011 13:23,468,569,378.75,0,0,2,3,4,At_Risk,1.55890411,2361.739726
14221,42,17,6517.49,06-04-2010 14:10,28-10-2011 13:42,3808,612,383.3817647,2,0.105263158,4,5,5,Champions,1.676712329,10927.95584
14222,177,1,683.17,15-06-2011 16:42,15-06-2011 16:42,607,177,683.17,0,0,3,1,3,Needs_Attention,0.484931507,331.2906575
14223,92,3,991.13,20-03-2011 16:02,08-09-2011 13:38,585,264,330.3766667,1,0.25,3,3,3,Loyal_customers,0.723287671,716.8721096
14224,110,9,1897.9,13-06-2010 13:46,21-08-2011 13:24,863,544,210.8777778,0,0,3,5,4,Loyal_customers,1.490410959,2828.650959
14225,435,4,2037.02,12-01-2010 15:02,01-10-2010 10:32,1168,696,509.255,1,0.2,1,3,4,At_Risk,1.906849315,3884.290192
14226,29,6,3002.53,24-09-2010 14:32,11-11-2011 11:34,1726,441,500.4216667,3,0.333333333,4,4,5,Champions,1.208219178,3627.714329
14227,26,15,6368.71,08-02-2010 09:38,13-11-2011 15:48,4048,670,424.5806667,7,0.318181818,4,5,5,Champions,1.835616438,11690.50877
14228,438,3,745.5,11-06-2010 12:29,28-09-2010 09:45,260,547,248.5,0,0,1,3,3,At_Risk,1.498630137,1117.228767
14229,52,7,2594.04,25-08-2010 11:47,19-10-2011 10:04,934,472,370.5771429,4,0.363636364,4,4,4,Champions,1.293150685,3354.484603
14230,436,3,979.8,09-06-2010 13:56,30-09-2010 09:07,246,548,326.6,0,0,1,3,3,At_Risk,1.501369863,1471.042192
14231,184,4,1235.62,15-09-2010 09:52,09-06-2011 11:05,610,451,308.905,2,0.333333333,3,3,3,Loyal_customers,1.235616438,1526.752384
14232,43,5,2048.07,20-03-2011 12:44,28-10-2011 11:09,1941,265,409.614,3,0.375,4,4,4,Champions,0.726027397,1486.954932
14233,49,7,2904.27,05-03-2010 16:35,21-10-2011 15:54,1261,644,414.8957143,3,0.3,4,4,4,Champions,1.764383562,5124.246247
14234,22,4,775.46,13-10-2011 13:58,17-11-2011 17:53,963,57,193.865,0,0,4,3,3,Loyal_customers,0.156164384,121.0992329
14235,75,9,4717.99,30-03-2010 13:36,25-09-2011 14:37,3014,619,524.2211111,1,0.1,3,5,5,Loyal_customers,1.695890411,8001.194
14236,81,5,1744.64,22-07-2010 14:27,20-09-2011 09:13,812,505,348.928,2,0.285714286,3,4,4,Loyal_customers,1.383561644,2413.816986
14237,373,2,632.14,28-04-2010 10:04,01-12-2010 13:20,276,591,316.07,1,0.333333333,2,2,3,Needs_Attention,1.619178082,1023.547233
14238,326,3,434.23,05-12-2009 10:58,17-01-2011 14:40,189,735,144.7433333,0,0,2,3,2,At_Risk,2.01369863,874.4083562
14239,43,21,4263.17,05-12-2009 12:36,27-10-2011 14:40,1729,735,203.0080952,3,0.125,4,5,5,Champions,2.01369863,8584.739589
14240,30,3,1247.49,12-10-2010 12:48,09-11-2011 13:45,655,424,415.83,0,0,4,3,3,Loyal_customers,1.161643836,1449.139068
14241,184,2,333.7,12-01-2010 15:11,09-06-2011 11:46,242,696,166.85,0,0,3,2,2,Needs_Attention,1.906849315,636.3156164
14242,235,2,280.55,18-01-2011 08:53,19-04-2011 11:46,123,326,140.275,0,0,2,2,1,lost,0.893150685,250.5734247
14243,9,17,7431.05,20-08-2010 13:41,01-12-2011 11:12,3687,476,437.1205882,6,0.260869565,5,5,5,Champions,1.304109589,9690.903562
14244,661,1,366.42,17-02-2010 11:40,17-02-2010 11:40,814,661,366.42,1,0.5,1,1,2,lost,1.810958904,663.5715616
14245,220,2,1693.45,21-03-2011 10:41,04-05-2011 08:40,976,264,846.725,3,0.6,2,2,4,Needs_Attention,0.723287671,1224.851507
14246,111,3,1474.06,08-04-2011 08:25,21-08-2011 11:50,804,246,491.3533333,0,0,3,3,4,Loyal_customers,0.673972603,993.4760548
14247,278,5,772.66,06-06-2010 15:07,06-03-2011 15:21,382,551,154.532,1,0.166666667,2,4,3,At_Risk,1.509589041,1166.399068
14248,318,3,1032.95,12-07-2010 14:27,25-01-2011 14:45,692,515,344.3166667,0,0,2,3,3,At_Risk,1.410958904,1457.45
14249,411,12,5625.461,29-01-2010 14:21,25-10-2010 12:34,2487,679,468.7884167,0,0,1,5,5,At_Risk,1.860273973,10464.89868
14250,7,3,1904.05,11-09-2011 13:44,02-12-2011 14:30,1200,89,634.6833333,0,0,5,3,4,Loyal_customers,0.243835616,464.2752055
14251,2,5,2879.7,13-10-2011 12:46,08-12-2011 08:32,1674,58,575.94,0,0,5,4,4,Champions,0.15890411,457.5961644
14252,381,1,350.99,23-11-2010 13:36,23-11-2010 13:36,111,381,350.99,0,0,2,1,2,lost,1.043835616,366.375863
14253,493,2,363.4,26-03-2010 15:08,03-08-2010 14:55,88,623,181.7,0,0,1,2,2,lost,1.706849315,620.2690411
14254,433,1,601.03,03-10-2010 11:52,03-10-2010 11:52,263,433,601.03,0,0,1,1,2,lost,1.18630137,713.0027123
14255,546,1,1000.63,11-06-2010 15:54,11-06-2010 15:54,1,546,1000.63,3,0.75,1,1,3,Needs_Attention,1.495890411,1496.832822
14256,260,5,2473.99,14-01-2010 10:35,24-03-2011 13:17,1171,695,494.798,4,0.444444444,2,4,4,At_Risk,1.904109589,4710.748082
14257,64,9,5954.45,01-03-2010 15:36,06-10-2011 16:54,3332,648,661.6055556,1,0.1,3,5,5,Loyal_customers,1.775342466,10571.18795
14258,9,25,32051.34,04-12-2009 08:36,30-11-2011 15:27,17488,736,1282.0536,7,0.21875,5,5,5,Champions,2.016438356,64629.55134
14259,142,1,120,21-07-2011 10:44,21-07-2011 10:44,68,142,120,0,0,3,1,1,Needs_Attention,0.389041096,46.68493151
14260,471,3,824.28,09-06-2010 11:23,25-08-2010 14:55,544,549,274.76,0,0,1,3,3,At_Risk,1.504109589,1239.807452
14261,51,2,1163.45,22-09-2011 10:47,20-10-2011 10:04,406,79,581.725,0,0,4,2,3,New_customers,0.216438356,251.8152055
14262,8,8,2618.23,13-04-2011 12:23,01-12-2011 14:17,1645,241,327.27875,0,0,5,4,4,Champions,0.660273973,1728.749123
14263,423,1,322.93,12-10-2010 14:09,12-10-2010 14:09,171,423,322.93,0,0,1,1,2,lost,1.15890411,374.2449041
14264,155,6,1517.36,07-04-2010 13:21,08-07-2011 10:20,553,611,252.8933333,2,0.25,3,4,4,Loyal_customers,1.673972603,2540.019068
14265,109,4,1373.35,06-04-2010 14:39,22-08-2011 13:32,715,612,343.3375,0,0,3,3,4,Loyal_customers,1.676712329,2302.712877
14266,428,1,40.56,07-10-2010 13:32,07-10-2010 13:32,24,428,40.56,0,0,1,1,1,lost,1.17260274,47.56076712
14267,163,3,1516.24,24-03-2011 11:38,30-06-2011 10:09,530,261,505.4133333,6,0.666666667,3,3,4,Loyal_customers,0.715068493,1084.215452
14268,471,1,354.85,26-08-2010 10:45,26-08-2010 10:45,147,471,354.85,0,0,1,1,2,lost,1.290410959,457.9023288
14269,439,1,295.73,26-09-2010 12:53,26-09-2010 12:53,123,439,295.73,1,0.5,1,1,2,lost,1.202739726,355.6862192
14270,332,1,492.65,12-01-2011 09:33,12-01-2011 09:33,197,332,492.65,0,0,2,1,2,lost,0.909589041,448.1090411
14271,226,2,219.13,26-10-2010 17:01,28-04-2011 12:47,149,409,109.565,0,0,2,2,1,lost,1.120547945,245.5456712
14272,74,4,920.81,06-05-2010 14:01,27-09-2011 10:08,1097,582,230.2025,0,0,3,3,3,Loyal_customers,1.594520548,1468.250466
14273,51,4,559.97,11-04-2011 13:24,19-10-2011 13:20,264,242,139.9925,0,0,4,3,2,Needs_Attention,0.663013699,371.2677808
14274,686,1,256.6,22-01-2010 12:51,22-01-2010 12:51,178,686,256.6,0,0,1,1,1,lost,1.879452055,482.2673973
14275,396,6,1189.38,11-04-2010 12:32,09-11-2010 09:06,538,608,198.23,0,0,2,4,3,At_Risk,1.665753425,1981.213808
14276,99,7,2102.68,17-02-2010 13:10,02-09-2011 09:45,1406,660,300.3828571,6,0.461538462,3,4,4,Loyal_customers,1.808219178,3802.106301
14277,15,9,17225.81,13-12-2009 15:43,24-11-2011 15:01,89814,726,1913.978889,5,0.357142857,5,5,5,Champions,1.989041096,34262.844
14278,410,1,205.83,26-10-2010 12:07,26-10-2010 12:07,131,410,205.83,0,0,2,1,1,lost,1.123287671,231.2063014
14279,521,2,191.86,27-01-2010 16:34,07-07-2010 08:42,46,681,95.93,0,0,1,2,1,lost,1.865753425,357.9634521
14280,197,1,134.04,27-05-2011 10:37,27-05-2011 10:37,52,197,134.04,0,0,2,1,1,lost,0.539726027,72.34487671
14281,408,1,245.15,27-10-2010 14:45,27-10-2010 14:45,45,408,245.15,0,0,2,1,1,lost,1.117808219,274.0306849
14282,3,25,7849.66,15-02-2010 11:22,06-12-2011 17:04,5478,663,313.9864,1,0.038461538,5,5,5,Champions,1.816438356,14258.42351
14283,463,4,628.44,19-05-2010 12:22,02-09-2010 14:46,550,570,157.11,0,0,1,3,3,At_Risk,1.561643836,981.3994521
14284,31,3,1299.65,24-02-2010 12:06,09-11-2011 08:11,510,654,433.2166667,1,0.25,4,3,4,Loyal_customers,1.791780822,2328.687945
14285,21,8,3284.42,08-12-2009 14:13,18-11-2011 14:50,954,731,410.5525,1,0.111111111,4,4,5,Champions,2.002739726,6577.838411
14286,24,7,8479.76,04-12-2009 08:40,16-11-2011 10:34,8795,736,1211.394286,5,0.416666667,4,4,5,Champions,2.016438356,17098.91332
14287,8,3,176.63,25-05-2011 11:41,01-12-2011 13:25,261,199,58.87666667,1,0.25,5,3,1,Needs_Attention,0.545205479,96.29964384
14288,213,1,426.6,10-05-2011 13:22,10-05-2011 13:22,188,213,426.6,1,0.5,2,1,2,lost,0.583561644,248.9473973
14289,9,6,911.26,23-02-2011 12:33,01-12-2011 11:44,292,290,151.8766667,0,0,5,4,3,Loyal_customers,0.794520548,724.0147945
14290,11,8,4516.56,08-12-2009 11:44,28-11-2011 14:02,1600,732,564.57,6,0.428571429,5,4,5,Champions,2.005479452,9057.868274
14291,2,23,7904.1,09-12-2009 10:46,08-12-2011 10:26,6146,731,343.6565217,2,0.08,5,5,5,Champions,2.002739726,15829.85507
14292,8,16,9226.25,19-03-2010 11:10,02-12-2011 11:50,3429,631,576.640625,11,0.407407407,5,5,5,Champions,1.728767123,15950.03767
14293,3,9,3267.93,10-12-2009 10:57,06-12-2011 15:17,1730,730,363.1033333,1,0.1,5,5,5,Champions,2,6535.86
14294,407,1,375.34,28-10-2010 16:25,28-10-2010 16:25,190,407,375.34,0,0,2,1,2,lost,1.115068493,418.5298082
14295,40,5,2362.91,08-12-2009 09:49,30-10-2011 15:50,1029,732,472.582,3,0.375,4,4,4,Champions,2.005479452,4738.767452
14296,421,2,456.4,14-05-2010 14:34,14-10-2010 14:14,314,574,228.2,1,0.333333333,1,2,2,lost,1.57260274,717.7358904
14297,18,4,1305.33,10-03-2011 08:31,22-11-2011 09:06,865,275,326.3325,2,0.333333333,5,3,4,Loyal_customers,0.753424658,983.4678082
14298,8,82,91194.49,11-12-2009 13:49,01-12-2011 13:12,100272,728,1112.127927,2,0.023809524,5,5,5,Champions,1.994520548,181889.2842
14299,8,27,14499.49,02-12-2009 10:58,01-12-2011 16:05,8228,738,537.0181481,14,0.341463415,5,5,5,Champions,2.021917808,29316.77704
14300,19,1,43.2,21-11-2011 08:57,21-11-2011 08:57,32,19,43.2,0,0,5,1,1,New_customers,0.052054795,2.248767123
14301,117,4,1992.18,11-02-2010 13:07,14-08-2011 15:33,1686,666,498.045,3,0.428571429,3,3,4,Loyal_customers,1.824657534,3635.046247
14302,431,3,742.9,02-12-2009 08:16,05-10-2010 08:10,298,738,247.6333333,0,0,1,3,3,At_Risk,2.021917808,1502.08274
14303,407,2,277.94,01-10-2010 10:31,28-10-2010 15:37,218,435,138.97,0,0,2,2,1,lost,1.191780822,331.2435616
14304,223,3,1725.01,18-05-2010 10:50,01-05-2011 11:50,775,571,575.0033333,2,0.4,2,3,4,At_Risk,1.564383562,2698.577288
14305,71,3,1858.96,27-07-2011 14:14,29-09-2011 15:29,1089,135,619.6533333,2,0.4,3,3,4,Loyal_customers,0.369863014,687.5605479
14306,51,6,3151.4,31-01-2010 13:42,19-10-2011 13:23,2065,677,525.2333333,1,0.142857143,4,4,5,Champions,1.854794521,5845.199452
14307,89,10,5071.03,07-12-2009 13:06,12-09-2011 09:38,3374,732,507.103,1,0.090909091,3,5,5,Loyal_customers,2.005479452,10169.84647
14308,549,2,1147.02,08-06-2010 16:39,08-06-2010 16:48,2,549,573.51,3,0.6,1,2,3,Needs_Attention,1.504109589,1725.243781
14309,8,11,3780.81,07-06-2010 10:24,01-12-2011 13:33,2583,551,343.71,1,0.083333333,5,5,5,Champions,1.509589041,5707.469342
14310,433,1,492.1,03-10-2010 12:34,03-10-2010 12:34,230,433,492.1,0,0,1,1,2,lost,1.18630137,583.7789041
14311,243,2,516.45,21-05-2010 10:28,11-04-2011 10:14,235,568,258.225,1,0.333333333,2,2,2,lost,1.556164384,803.6810959
14312,47,11,3090.29,23-07-2010 15:05,24-10-2011 09:46,1904,504,280.9354545,0,0,4,5,5,Champions,1.380821918,4267.140164
14314,107,2,229.8,05-10-2010 08:00,25-08-2011 10:39,332,431,114.9,1,0.333333333,3,2,1,Needs_Attention,1.180821918,271.3528767
14315,45,8,3197.82,15-03-2010 12:49,26-10-2011 12:06,1344,635,399.7275,2,0.2,4,4,5,Champions,1.739726027,5563.330685
14316,422,5,1370.34,19-03-2010 15:18,13-10-2010 16:31,4494,630,274.068,1,0.166666667,1,4,4,At_Risk,1.726027397,2365.244384
14317,65,1,508.58,06-10-2011 10:44,06-10-2011 10:44,255,65,508.58,0,0,3,1,2,Needs_Attention,0.178082192,90.5690411
14318,460,1,158.02,05-09-2010 15:32,05-09-2010 15:32,152,460,158.02,0,0,1,1,1,lost,1.260273973,199.1484932
14319,424,1,494.85,11-10-2010 13:38,11-10-2010 13:38,329,424,494.85,1,0.5,1,1,2,lost,1.161643836,574.8394521
14320,207,5,1346.75,21-01-2010 11:44,17-05-2011 09:24,713,688,269.35,2,0.285714286,2,4,4,At_Risk,1.884931507,2538.531507
14321,11,7,2218.06,23-08-2010 12:56,29-11-2011 09:47,3275,473,316.8657143,1,0.125,5,4,4,Champions,1.295890411,2874.362685
